,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,oppAbrv,GAME_ID,GAME_DATE,overUnder,hitRateLast5,hitRateLast10,hitRateLast20,hitRateSeason,hitRateVsOpp,hitRateSum,totalHitRateOverFifty,hitRateEdgeFactor,traded,OpponentPerformanceComparisonMAFlag,playerImpactComparisonMAFlag,OppDefensiveRanking,OppDefensiveRating,againstTopQuortileDefense,againstTopHalfDefense,Market Name,Site Less,Site More,Position
74,1630529,Herbert Jones,NOP,BKN,22300993,2024-03-19,1,0.400000,0.600000,0.650000,0.590000,0.330000,2.570000,3,0,0,0,0,17.0,113.75147058823529,0,0,PTS+REB+AST,-122,-139,F
75,1630529,Herbert Jones,NOP,BKN,22300993,2024-03-19,1,0.200000,0.500000,0.650000,0.620000,0.330000,2.300000,2,0,0,0,0,17.0,113.75147058823529,0,0,Points,-118,-141,F
76,1630529,Herbert Jones,NOP,BKN,22300993,2024-03-19,0,0.400000,0.400000,0.500000,0.540000,0.670000,2.510000,2,0,0,0,0,17.0,113.75147058823529,0,0,Rebounds,-139,-121,F
77,1630529,Herbert Jones,NOP,BKN,22300993,2024-03-19,1,0.800000,0.600000,0.450000,0.550000,1.000000,3.400000,4,0,0,1,0,17.0,113.75147058823529,0,0,Blocks,-152,-112,F
78,1630529,Herbert Jones,NOP,BOS,22301074,2024-03-30,1,0.600000,0.300000,0.500000,0.450000,0.500000,2.350000,1,0,0,1,1,8.0,110.96301369863014,0,1,PTS+REB+AST,-118,-143,F
79,1630529,Herbert Jones,NOP,BOS,22301074,2024-03-30,1,0.400000,0.400000,0.500000,0.510000,0.500000,2.310000,1,0,0,1,1,8.0,110.96301369863014,0,1,Rebounds,-134,-127,F
80,1630529,Herbert Jones,NOP,BOS,22301074,2024-03-30,1,0.400000,0.200000,0.500000,0.450000,0.500000,2.050000,0,0,0,1,1,8.0,110.96301369863014,0,1,Points,-143,-118,F
81,1630529,Herbert Jones,NOP,ORL,22301109,2024-04-03,0,0.600000,0.500000,0.550000,0.490000,0.330000,2.470000,2,0,0,0,0,3.0,109.116,1,1,Points,-129,-132,F
82,1630529,Herbert Jones,NOP,ORL,22301109,2024-04-03,0,0.600000,0.400000,0.450000,0.440000,0.670000,2.560000,2,0,0,0,0,3.0,109.116,1,1,PTS+REB+AST,-148,-115,F
83,1630529,Herbert Jones,NOP,ORL,22301109,2024-04-03,0,0.800000,0.500000,0.500000,0.380000,0.330000,2.510000,1,0,0,1,0,3.0,109.116,1,1,Steals,-118,-143,F
84,1630208,Nick Richards,CHA,POR,22300826,2024-02-25,1,0.800000,0.600000,0.500000,0.320000,0.000000,2.220000,2,0,0,0,1,14.0,113.50727272727272,0,1,Points,-117,-143,C
85,1630208,Nick Richards,CHA,POR,22300826,2024-02-25,1,0.400000,0.400000,0.400000,0.320000,0.000000,1.520000,0,0,0,0,1,14.0,113.50727272727272,0,1,PTS+REB+AST,-121,-139,C
86,1630208,Nick Richards,CHA,POR,22300826,2024-02-25,1,0.400000,0.300000,0.150000,0.260000,0.000000,1.110000,0,0,0,0,1,14.0,113.50727272727272,0,1,Steals,-145,-115,C
87,1630208,Nick Richards,CHA,POR,22300826,2024-02-25,1,0.400000,0.200000,0.350000,0.370000,0.000000,1.320000,0,0,0,0,1,14.0,113.50727272727272,0,1,Blocks,-143,-118,C
88,1630208,Nick Richards,CHA,POR,22300826,2024-02-25,1,0.400000,0.500000,0.400000,0.320000,0.000000,1.620000,0,0,0,0,1,14.0,113.50727272727272,0,1,Rebounds,-130,-129,C
89,1630208,Nick Richards,CHA,MIL,22300840,2024-02-27,0,0.800000,0.700000,0.600000,0.390000,0.250000,2.740000,3,0,0,0,1,10.0,111.51206896551724,0,1,Rebounds,-114,-148,C
90,1630208,Nick Richards,CHA,MIL,22300840,2024-02-27,0,0.800000,0.700000,0.600000,0.350000,0.250000,2.700000,3,0,0,0,1,10.0,111.51206896551724,0,1,PTS+REB+AST,-139,-121,C
91,1630208,Nick Richards,CHA,MIL,22300840,2024-02-27,0,0.800000,0.700000,0.550000,0.320000,0.250000,2.620000,3,0,0,0,1,10.0,111.51206896551724,0,1,Points,-150,-113,C
92,1630208,Nick Richards,CHA,MIL,22300840,2024-02-27,0,0.800000,0.700000,0.600000,0.350000,0.250000,2.700000,3,0,0,0,1,10.0,111.51206896551724,0,1,PTS+REB+AST,-132,-127,C
93,1630208,Nick Richards,CHA,MIL,22300840,2024-02-27,0,0.800000,0.700000,0.550000,0.320000,0.250000,2.620000,3,0,0,0,1,10.0,111.51206896551724,0,1,Points,-150,-113,C
94,1630208,Nick Richards,CHA,MIL,22300849,2024-02-29,0,0.600000,0.600000,0.650000,0.430000,0.200000,2.480000,3,0,0,0,1,10.0,111.12203389830508,0,1,Points,-117,-145,C
95,1630208,Nick Richards,CHA,MIL,22300849,2024-02-29,0,0.600000,0.600000,0.650000,0.410000,0.200000,2.460000,3,0,0,0,1,10.0,111.12203389830508,0,1,PTS+REB+AST,-141,-120,C
96,1630208,Nick Richards,CHA,PHI,22300858,2024-03-01,1,0.600000,0.600000,0.550000,0.350000,0.250000,2.350000,3,0,0,1,1,4.0,109.74137931034483,1,1,PTS+REB+AST,-127,-134,C
97,1630208,Nick Richards,CHA,PHI,22300858,2024-03-01,1,0.400000,0.600000,0.500000,0.320000,0.250000,2.070000,1,0,0,1,1,4.0,109.74137931034483,1,1,Points,-130,-130,C
98,1630208,Nick Richards,CHA,WAS,22300910,2024-03-08,1,0.400000,0.400000,0.400000,0.270000,0.000000,1.470000,0,0,0,1,0,30.0,119.91129032258064,0,0,PTS+REB+AST,-136,-124,C
99,1630208,Nick Richards,CHA,WAS,22300910,2024-03-08,1,0.400000,0.400000,0.250000,0.240000,0.200000,1.490000,0,0,0,0,0,30.0,119.91129032258064,0,0,Steals,-139,-121,C
100,1630208,Nick Richards,CHA,WAS,22300910,2024-03-08,1,0.200000,0.300000,0.400000,0.320000,0.200000,1.420000,0,0,0,1,0,30.0,119.91129032258064,0,0,Rebounds,-143,-117,C
101,1630208,Nick Richards,CHA,BKN,22300918,2024-03-09,1,0.400000,0.600000,0.550000,0.380000,0.000000,1.930000,2,0,0,1,0,17.0,113.62857142857143,0,0,PTS+REB+AST,-130,-129,C
102,1630208,Nick Richards,CHA,BKN,22300918,2024-03-09,1,0.200000,0.500000,0.500000,0.330000,0.000000,1.530000,0,0,0,0,0,17.0,113.62857142857143,0,0,Points,-134,-127,C
103,1630208,Nick Richards,CHA,DET,22300933,2024-03-11,0,0.200000,0.300000,0.300000,0.380000,0.330000,1.510000,0,0,0,0,0,29.0,119.32698412698413,0,0,Blocks,-139,-121,C
104,1630208,Nick Richards,CHA,DET,22300933,2024-03-11,1,0.400000,0.400000,0.350000,0.220000,0.330000,1.700000,0,0,0,0,0,29.0,119.32698412698413,0,0,PTS+REB+AST,-137,-122,C
105,1630208,Nick Richards,CHA,DET,22300933,2024-03-11,1,0.400000,0.500000,0.450000,0.340000,0.330000,2.020000,0,0,0,1,0,29.0,119.32698412698413,0,0,Rebounds,-118,-143,C
