,Line,Site Less,Site More,Prediction,Lean,DFS Pickem Sites Factor,Sportsbooks Factor,RotoWire Projection Factor,Hit Rate Factor,RotoWire Projection,Weighted Hit Rate,At Home,Average Line Variance,Implied Less ,Implied More ,Hit Rate Last 10,Hit Rate Last 10 Outcomes,Hit Rate Last 20 Outcomes,Hit Rate Last 30 Outcomes,Hit Rate Last 5 Outcomes,Hit Rate Previous Season,Hit Rate Season,Hit Rate Vs Opponent,RotoWire Projection Difference,RotoWire Projection Difference ,PrizePicks,PrizePicks Line,Underdog,Underdog Line,DraftKings Pick6,DraftKings Pick6 Line,BetMGM Line,BetMGM Less,BetMGM More,BetMGM Less ,BetMGM More ,BetRivers Line,BetRivers Less,BetRivers More,BetRivers Less ,BetRivers More ,DraftKings Line,DraftKings Less,DraftKings More,DraftKings Less ,DraftKings More ,FanDuel Line,FanDuel Less,FanDuel More,FanDuel Less ,FanDuel More ,PointsBet Line,PointsBet Less,PointsBet More,PointsBet Less ,PointsBet More 
562,16.5,-139,-121,-6.9,0,0,-13.9,9.2,-22.5,16.78,41,1,0.3,52,48,40,1011000100,1.01e+19,1.01e+29,10110,-1,23,0,0.28,1.67,16.5,16.5,-1,-1,-1,-1,16.5,-125,-105,52,48,15.5,110,-112,47,53,16.5,-130,100,53,47,16.5,-125,-102,52,48,15.5,100,-130,47,53
563,4.5,-127,-132,-6.9,0,0,1.6,-47.0,-2.5,3.56,49,0,0,50,50,50,111100100,1.11e+18,1.11e+28,1111,50,40,50,-0.94,-20.9,4.5,4.5,-1,-1,-1,-1,4.5,-110,-120,49,51,4.5,-108,-124,48,52,4.5,-110,-120,49,51,4.5,-113,-113,50,50,4.5,-115,-115,50,50
564,2.5,-125,-134,-6.8,0,0,2.3,-8.1,-42.5,2.34,33,1,0,49,51,30,11000100,1.1e+17,1.1000000000000001e+27,110,51,37,57,-0.16,-6.44,2.5,2.5,-1,-1,-1,-1,2.5,-110,-120,49,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
565,5.5,-114,-148,6.6,1,0,5.1,46.9,-15.0,6.44,44,0,0,47,53,40,1010000011,1.01e+19,1.01e+29,10100,53,40,36,0.94,17.04,5.5,5.5,-1,-1,-1,-1,5.5,100,-130,47,53,5.5,-106,-125,48,52,5.5,-105,-125,48,52,5.5,-102,-125,48,52,5.5,-105,-125,48,52
566,3.5,-122,-139,6.5,1,0,2.6,4.7,32.5,3.59,63,1,0,49,51,70,11011111,1.1e+17,1.1000000000000001e+27,110,24,41,67,0.09,2.69,3.5,3.5,-1,-1,-1,-1,3.5,-110,-120,49,51,3.5,-112,-120,49,51,3.5,-110,-120,49,51,3.5,100,-128,47,53,3.5,-115,-115,50,50
567,14.5,-121,-139,-6.3,0,-1,2.2,-27.5,-20.0,13.68,42,1,0,48,52,40,100100101,1e+18,1e+28,1001,81,56,83,-0.82,-5.68,-1,-1,-1,-1,-1,-1,14.5,-110,-125,49,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
568,2.5,-124,-136,6.3,1,0,2.3,7.0,30.0,2.64,62,1,0,49,51,70,11111011,1.11e+17,1.11e+27,111,51,53,58,0.14,5.57,2.5,2.5,-1,-1,-1,-1,2.5,-110,-120,49,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
569,1.5,-150,-114,-6.3,0,0,-8.2,19.3,-42.5,1.89,33,1,0,53,47,30,1100100,1.1e+16,1.1e+26,11,54,56,43,0.39,25.76,1.5,1.5,-1,-1,-1,-1,1.5,-135,100,53,47,1.5,-136,102,54,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
570,3.5,-122,-137,6.2,1,0,0.7,62.4,-22.5,4.75,41,1,0,49,51,40,100110100,1e+18,1e+28,1001,55,48,100,1.25,35.64,3.5,3.5,-1,-1,-1,-1,3.5,-110,-120,49,51,3.5,-118,-113,51,49,3.5,-110,-120,49,51,3.5,-118,-108,51,49,3.5,-110,-120,49,51
571,1.5,-117,-145,6.1,1,0,5.5,22.9,5.0,1.96,52,0,0,48,52,50,1110010010,1.11e+19,1.11e+29,11100,50,47,48,0.46,30.51,1.5,1.5,-1,-1,-1,-1,1.5,-105,-130,48,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
572,4.5,-114,-148,-6.0,0,0,6.6,-20.3,-35.0,4.09,36,1,0,47,53,30,110000100,1.1e+18,1.1000000000000002e+28,1100,72,40,67,-0.41,-9.03,4.5,4.5,-1,-1,-1,-1,4.5,100,-135,47,53,4.5,-106,-127,48,52,4.5,100,-130,47,53,4.5,100,-128,47,53,4.5,100,-130,47,53
573,23.5,-125,-134,-5.9,0,0,14.2,-27.5,-45.0,22.67,32,0,0.3,49,51,30,100110000,1e+18,1e+28,1001,43,27,18,-0.83,-3.51,23.5,23.5,-1,-1,-1,-1,23.5,-110,-120,49,51,24.5,102,-108,49,51,23.5,-110,-120,49,51,24.5,-120,-106,51,49,23.5,-110,-120,49,51
574,16.5,-117,-143,5.9,1,0,3.4,44.0,-12.5,17.82,45,1,0,48,52,50,101100101,1.01e+18,1.01e+28,1011,68,44,100,1.32,8.0,16.5,16.5,-1,-1,-1,-1,16.5,-105,-130,48,52,-1,-1,-1,-1,-1,16.5,-105,-125,48,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
575,1.5,-114,-148,5.8,1,-1,9.3,2.2,15.0,1.54,56,1,0,47,53,60,1101111,1.1e+16,1.1e+26,11,71,57,70,0.04,2.97,-1,-1,-1,-1,-1,-1,1.5,100,-135,47,53,1.5,108,-143,45,55,1.5,105,-135,46,54,1.5,110,-140,45,55,1.5,100,-130,47,53
576,6.5,-108,-157,5.8,1,-1,15.7,-2.9,5.0,6.41,52,1,0.4,46,54,50,1000111010,1e+19,1.0000000000000001e+29,10001,42,54,73,-0.09,-1.36,-1,-1,-1,-1,-1,-1,6.5,110,-150,44,56,7.5,117,123,51,49,6.5,110,-140,45,55,7.5,-156,122,57,43,6.5,110,-145,45,55
577,27.5,-132,-129,-5.7,0,0,-0.2,5.2,-42.5,27.66,33,1,0,50,50,30,1010010000,1.01e+19,1.01e+29,10100,61,43,0,0.16,0.57,27.5,27.5,-1,-1,-1,-1,27.5,-120,-115,50,50,-1,-1,-1,-1,-1,27.5,-115,-115,50,50,-1,-1,-1,-1,-1,27.5,-115,-115,50,50
578,6.5,-121,-139,-5.6,0,0,2.5,-10.3,-32.5,6.19,37,1,0,48,52,40,100111,1000000000000000.0,9.999999999999999e+24,1,31,44,0,-0.31,-4.77,6.5,6.5,-1,-1,-1,-1,6.5,-105,-125,48,52,6.5,-112,-120,49,51,6.5,-105,-125,48,52,6.5,-102,-125,48,52,6.5,-110,-120,49,51
579,12.5,-143,-118,5.5,1,0,-2.8,-1.7,45.0,12.45,68,1,0,52,48,80,111111110,1.11e+18,1.11e+28,1111,26,24,20,-0.05,-0.42,12.5,12.5,-1,-1,-1,-1,12.5,-125,-105,52,48,12.5,107,-104,49,51,12.5,-130,100,53,47,12.5,-125,-102,52,48,12.5,-130,100,53,47
580,2.5,-132,-127,-5.5,0,0,-0.7,-2.2,-32.5,2.46,37,0,0,50,50,40,100110010,1e+18,1e+28,1001,45,33,18,-0.04,-1.73,2.5,2.5,-1,-1,-1,-1,2.5,-120,-110,51,49,2.5,-117,-114,50,50,2.5,-115,-115,50,50,-1,-1,-1,-1,-1,2.5,-115,-115,50,50
581,1.5,-148,-114,-5.4,0,0,-6.9,19.9,-40.0,1.9,34,0,0,53,47,30,100110000,1e+18,1e+28,1001,65,59,67,0.4,26.5,1.5,1.5,-1,-1,-1,-1,1.5,-130,100,53,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
582,0.5,-129,-130,5.4,1,0,0,26.0,10.0,0.89,54,0,0,50,50,50,101011001,1.01e+18,1.01e+28,1010,40,52,67,0.39,78.01,0.5,0.5,-1,-1,-1,-1,0.5,-115,-115,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
583,0.5,-113,-150,5.3,1,0,7.2,16.2,2.5,0.74,51,0,0,47,53,40,1110010000,1.11e+19,1.11e+29,11100,49,47,29,0.24,48.55,0.5,0.5,-1,-1,-1,-1,0.5,100,-135,47,53,0.5,-112,-120,49,51,-1,-1,-1,-1,-1,0.5,100,-128,47,53,-1,-1,-1,-1,-1
584,6.5,-117,-143,5.2,1,0,2.1,35.0,-5.0,7.55,48,1,0,48,52,50,1000111100,1e+19,1.0000000000000001e+29,10001,52,47,38,1.05,16.14,6.5,6.5,-1,-1,-1,-1,6.5,-105,-130,48,52,6.5,-114,-117,50,50,6.5,-105,-125,48,52,6.5,-108,-120,49,51,6.5,-110,-120,49,51
585,1.5,-148,-115,-5.2,0,-1,-6.9,1.5,-20.0,1.53,42,0,0,53,47,30,11100000,1.11e+17,1.11e+27,111,44,37,67,0.03,1.99,-1,-1,-1,-1,-1,-1,1.5,-130,100,53,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
586,4.5,-129,-130,-5.0,0,0,-1,26.6,-57.5,5.03,27,0,0,50,50,10,1000000000,1e+19,1.0000000000000001e+29,10000,36,32,33,0.53,11.81,4.5,4.5,-1,-1,-1,-1,4.5,-115,-115,50,50,4.5,-120,-112,51,49,4.5,-110,-120,49,51,4.5,-125,-102,52,48,4.5,-115,-115,50,50
588,2.5,-129,-130,-4.9,0,0,0.4,-16.3,-17.5,2.17,43,1,0,50,50,50,101110100,1.01e+18,1.01e+28,1011,29,46,9,-0.33,-13.03,2.5,2.5,-1,-1,-1,-1,2.5,-115,-115,50,50,2.5,-113,-118,49,51,2.5,-115,-115,50,50,2.5,-111,-115,50,50,2.5,-115,-115,50,50
589,27.5,-122,-137,-4.9,0,0,11.6,-67.0,7.5,25.49,53,1,0.3,49,51,40,1110100000,1.11e+19,1.11e+29,11101,19,37,11,-2.01,-7.31,27.5,27.5,-1,-1,-1,-1,27.5,-110,-120,49,51,-1,-1,-1,-1,-1,27.5,-110,-120,49,51,-1,-1,-1,-1,-1,28.5,-120,-110,51,49
590,1.5,-143,-117,-4.9,0,-1,-5.5,-7.0,-12.5,1.36,45,0,0,52,48,40,1010100100,1.01e+19,1.01e+29,10101,53,42,63,-0.14,-9.3,-1,-1,-1,-1,-1,-1,1.5,-130,-105,52,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
591,0.5,-141,-120,-4.8,0,0,-8,4.2,-17.5,0.56,43,0,0,52,48,40,110010100,1.1e+18,1.1000000000000002e+28,1100,40,38,40,0.06,12.51,0.5,0.5,-1,-1,-1,-1,0.5,-125,-105,52,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5,-130,102,53,47,-1,-1,-1,-1,-1
592,44.5,-130,-129,-4.7,0,0,-6.2,-7.0,-10.0,44.29,46,1,0.5,50,50,30,1110000000,1.11e+19,1.11e+29,11100,21,37,21,-0.21,-0.47,44.5,44.5,-1,-1,-1,-1,44.5,-115,-115,50,50,45.5,-103,108,51,49,44.5,-115,-115,50,50,43.5,-104,-122,48,52,43.5,-110,-120,49,51
593,0.5,-134,-125,-4.7,0,0,0.1,11.0,-42.5,0.67,33,1,0,51,49,30,101100,1010000000000000.0,1.0099999999999999e+25,1,-1,52,-1,0.17,33.01,0.5,0.5,-1,-1,-1,-1,0.5,-120,-110,51,49,0.5,-110,-121,49,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
594,11.5,-137,-122,4.6,1,0,4.6,20.2,0.0,12.11,50,0,0.2,51,49,50,1100010110,1.1e+19,1.1e+29,11000,48,46,22,0.61,5.27,11.5,11.5,-1,-1,-1,-1,11.5,-120,-110,51,49,12.5,-113,114,53,47,11.5,-120,-110,51,49,11.5,-113,-115,50,50,11.5,-125,-105,52,48
596,5.5,-115,-145,4.4,1,0,3.1,39.5,-17.5,6.29,43,1,0,47,53,50,1111010,1.11e+16,1.11e+26,11,39,51,43,0.79,14.37,5.5,5.5,-1,-1,-1,-1,5.5,100,-130,47,53,5.5,-117,-114,50,50,5.5,-105,-125,48,52,5.5,-108,-118,49,51,5.5,-110,-120,49,51
597,1.5,-152,-112,-4.3,0,-1,-9.9,-5.7,0.0,1.39,50,0,0,53,47,50,1010100110,1.01e+19,1.01e+29,10101,48,39,43,-0.11,-7.57,-1,-1,-1,-1,-1,-1,1.5,-135,100,53,47,1.5,-143,108,55,45,-1,-1,-1,-1,-1,1.5,-138,108,55,45,-1,-1,-1,-1,-1
598,27.5,-118,-143,4.2,1,0,28.2,-37.5,0.0,26.38,50,1,0.7,48,52,60,110011110,1.1e+18,1.1000000000000002e+28,1100,41,53,17,-1.12,-4.09,27.5,27.5,-1,-1,-1,-1,27.5,105,-140,46,54,29.5,104,108,50,50,27.5,100,-130,47,53,28.5,-113,-113,50,50,28.5,-125,-105,52,48
599,8.5,-125,-134,-4.2,0,0,0.8,-37.3,7.5,7.38,53,1,0,49,51,50,110001110,1.1e+18,1.1000000000000002e+28,1100,27,44,14,-1.12,-13.17,8.5,8.5,-1,-1,-1,-1,8.5,-115,-120,50,50,8.5,-110,-121,49,51,8.5,-115,-115,50,50,8.5,-108,-118,49,51,8.5,-115,-115,50,50
600,0.5,-122,-139,4.2,1,-1,3,15.8,5.0,0.74,52,0,0,49,51,60,10110111,1.01e+17,1.0100000000000001e+27,101,62,45,67,0.24,47.45,-1,-1,-1,-1,-1,-1,0.5,-110,-120,49,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
602,2.5,-137,-122,-4.1,0,0,-2.3,-7.1,-15.0,2.36,44,1,0,51,49,40,1011010000,1.01e+19,1.01e+29,10110,61,37,68,-0.14,-5.67,2.5,2.5,-1,-1,-1,-1,2.5,-120,-110,51,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
603,0.5,-145,-115,3.9,1,0,-9.2,5.0,42.5,0.58,67,0,0,53,47,70,1110011110,1.11e+19,1.11e+29,11100,51,44,50,0.08,15.06,0.5,0.5,-1,-1,-1,-1,0.5,-130,100,53,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
604,0.5,-130,-129,3.9,1,0,0,11.1,15.0,0.67,56,1,0,50,50,60,1011100110,1.01e+19,1.01e+29,10111,55,51,67,0.17,33.17,0.5,0.5,-1,-1,-1,-1,0.5,-115,-115,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
605,8.5,-118,-143,3.9,1,0,2.3,33.1,-12.5,9.49,45,1,0,48,52,50,10101011,1.01e+17,1.0100000000000001e+27,101,-1,38,-1,0.99,11.68,8.5,8.5,-1,-1,-1,-1,8.5,-105,-125,48,52,8.5,-110,-121,49,51,8.5,-105,-125,48,52,8.5,-106,-120,49,51,8.5,-110,-120,49,51
606,15.5,-132,-127,3.8,1,0,-0.8,7.0,20.0,15.71,58,0,0,50,50,60,1011101100,1.01e+19,1.01e+29,10111,17,34,29,0.21,1.35,15.5,15.5,-1,-1,-1,-1,15.5,-120,-110,51,49,15.5,117,-105,47,53,15.5,-120,-110,51,49,15.5,-130,102,53,47,15.5,-115,-115,50,50
608,0.5,-124,-136,3.6,1,0,3,17.1,0.0,0.76,50,0,0,49,51,50,1100010011,1.1e+19,1.1e+29,11000,37,47,33,0.26,51.24,0.5,0.5,-1,-1,-1,-1,0.5,-110,-120,49,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
609,24.5,-132,-127,-3.6,0,0,-1.1,-11.4,-10.0,24.16,46,0,0,50,50,40,1001001001,1e+19,1.0000000000000001e+29,10010,16,34,11,-0.34,-1.39,24.5,24.5,-1,-1,-1,-1,24.5,-120,-115,50,50,24.5,105,-108,48,52,24.5,-120,-110,51,49,24.5,-138,108,55,45,24.5,-110,-120,49,51
610,2.5,-132,-129,3.6,1,0,-3.6,9.7,22.5,2.69,59,0,0,50,50,70,111010111,1.11e+18,1.11e+28,1110,48,33,100,0.19,7.73,2.5,2.5,-1,-1,-1,-1,2.5,-120,-115,50,50,2.5,-139,105,54,46,2.5,-115,-115,50,50,2.5,-130,100,53,47,2.5,-115,-115,50,50
611,28.5,-132,-129,3.5,1,0,6.6,15.4,-7.5,28.96,47,1,0.2,50,50,60,10011111,1e+17,1.0000000000000002e+27,100,-1,44,-1,0.46,1.62,28.5,28.5,-1,-1,-1,-1,28.5,-115,-115,50,50,29.5,106,112,51,49,28.5,-115,-115,50,50,28.5,-111,-115,50,50,28.5,-115,-115,50,50
612,4.5,-132,-129,3.4,1,0,1.5,-0.8,20.0,4.48,58,1,0,50,50,60,11111100,1.11e+17,1.11e+27,111,30,30,20,-0.02,-0.33,4.5,4.5,-1,-1,-1,-1,4.5,-115,-115,50,50,4.5,-108,-122,49,51,4.5,-115,-115,50,50,4.5,-104,-122,48,52,4.5,-115,-115,50,50
613,4.5,-112,-152,3.4,1,0,6.1,23.5,-15.0,4.97,44,1,0,47,53,40,1001100001,1e+19,1.0000000000000001e+29,10011,40,25,50,0.47,10.45,4.5,4.5,-1,-1,-1,-1,4.5,100,-135,47,53,4.5,-115,-115,50,50,4.5,105,-135,46,54,4.5,100,-128,47,53,4.5,100,-130,47,53
614,6.5,-136,-125,-3.2,0,0,-0.6,-14.6,-5.0,6.06,48,0,0,51,49,50,1100001011,1.1e+19,1.1e+29,11000,33,42,33,-0.44,-6.73,6.5,6.5,-1,-1,-1,-1,6.5,-120,-110,51,49,6.5,-113,-118,49,51,6.5,-120,-110,51,49,6.5,-111,-115,50,50,6.5,-120,-110,51,49
616,2.5,-130,-130,3.0,1,0,-0.6,24.1,-2.5,2.98,49,1,0,50,50,50,1010100110,1.01e+19,1.01e+29,10101,-1,30,0,0.48,19.29,2.5,2.5,-1,-1,-1,-1,2.5,-115,-115,50,50,2.5,-122,-109,51,49,2.5,-120,-110,51,49,2.5,-108,-118,49,51,2.5,-115,-115,50,50
617,2.5,-120,-141,-3.0,0,0,5.3,19.8,-52.5,2.9,29,1,0,48,52,30,10011,100000000000000.0,1e+24,0,75,54,75,0.4,15.82,2.5,2.5,-1,-1,-1,-1,2.5,-105,-125,48,52,-1,-1,-1,-1,-1,2.5,-105,-125,48,52,-1,-1,-1,-1,-1,2.5,100,-130,47,53
618,3.5,-137,-124,3.0,1,0,-4.2,37.3,-7.5,4.25,47,0,0,51,49,60,100111110,1e+18,1e+28,1001,41,49,56,0.75,21.3,3.5,3.5,-1,-1,-1,-1,3.5,-120,-110,51,49,3.5,-130,-103,53,47,3.5,-125,-105,52,48,3.5,-120,-106,51,49,3.5,-125,-105,52,48
619,38.5,-137,-122,-3.0,0,0,6.6,-52.9,17.5,36.91,57,1,0.2,51,49,70,110111110,1.1e+18,1.1000000000000002e+28,1101,43,49,17,-1.59,-4.12,38.5,38.5,-1,-1,-1,-1,38.5,-120,-110,51,49,39.5,-106,-105,50,50,38.5,-120,-110,51,49,38.5,-104,-122,48,52,38.5,-115,-115,50,50
620,16.5,-127,-134,-3.0,0,0,7,8.8,-45.0,16.76,32,0,0.2,49,51,30,10000101,1e+17,1.0000000000000002e+27,100,53,50,0,0.26,1.59,16.5,16.5,-1,-1,-1,-1,16.5,-110,-120,49,51,17.5,-106,104,51,49,16.5,-110,-120,49,51,16.5,-111,-115,50,50,16.5,-115,-115,50,50
621,10.5,-145,-115,-3.0,0,-1,-7.2,24.5,-27.5,11.23,39,1,0.2,53,47,40,110000110,1.1e+18,1.1000000000000002e+28,1100,12,28,25,0.73,6.99,-1,-1,-1,-1,-1,-1,10.5,-130,-105,52,48,10.5,110,112,50,50,10.5,-130,100,53,47,9.5,114,-148,44,56,10.5,-125,-105,52,48
622,1.5,-121,-139,-2.9,0,0,1.6,12.1,-35.0,1.74,36,0,0,48,52,30,1001000001,1e+19,1.0000000000000001e+29,10010,45,42,24,0.24,16.07,1.5,1.5,-1,-1,-1,-1,1.5,-105,-125,48,52,1.5,-121,-110,51,49,1.5,-105,-125,48,52,1.5,-115,-111,50,50,1.5,-110,-120,49,51
623,8.5,-127,-134,2.8,1,0,7.8,15.5,-15.0,8.97,44,1,0.2,49,51,40,1001110,1e+16,1e+26,10,83,57,70,0.47,5.49,8.5,8.5,-1,-1,-1,-1,8.5,-110,-120,49,51,9.5,-103,106,51,49,8.5,-110,-120,49,51,8.5,100,-128,47,53,8.5,-115,-115,50,50
624,37.5,-132,-127,2.8,1,0,-0.8,15.6,5.0,37.97,52,0,0,50,50,60,1100101101,1.1e+19,1.1e+29,11001,28,34,15,0.47,1.25,37.5,37.5,-1,-1,-1,-1,37.5,-120,-110,51,49,37.5,-104,-107,50,50,37.5,-115,-115,50,50,37.5,-118,-108,51,49,37.5,-120,-110,51,49
625,19.5,-125,-134,2.8,1,0,1.6,42.3,-27.5,20.77,39,0,0,49,51,40,1100000011,1.1e+19,1.1e+29,11000,54,53,0,1.27,6.5,19.5,19.5,-1,-1,-1,-1,19.5,-110,-120,49,51,19.5,107,-112,48,52,19.5,-110,-120,49,51,19.5,-113,-113,50,50,19.5,-110,-120,49,51
626,5.5,-132,-127,-2.8,0,0,-1.2,-8.1,-7.5,5.34,47,1,0,50,50,60,1111110,1.11e+16,1.11e+26,11,59,49,58,-0.16,-2.94,5.5,5.5,-1,-1,-1,-1,5.5,-120,-110,51,49,5.5,-115,-115,50,50,5.5,-120,-110,51,49,5.5,-111,-115,50,50,5.5,-120,-110,51,49
627,30.5,-122,-137,2.6,1,0,0.6,45.8,-30.0,31.87,38,1,0,49,51,30,110000010,1.1e+18,1.1000000000000002e+28,1100,6,34,0,1.37,4.51,30.5,30.5,-1,-1,-1,-1,30.5,-110,-120,49,51,-1,-1,-1,-1,-1,30.5,-115,-115,50,50,30.5,-115,-111,50,50,30.5,-110,-120,49,51
628,3.5,-137,-122,-2.5,0,0,-4.6,-21.2,15.0,3.08,56,0,0,51,49,60,1111001100,1.11e+19,1.11e+29,11110,53,38,38,-0.42,-12.13,3.5,3.5,-1,-1,-1,-1,3.5,-125,-105,52,48,3.5,-130,-103,53,47,3.5,-125,-105,52,48,3.5,-125,-102,52,48,3.5,-120,-110,51,49
629,2.5,-118,-143,2.5,1,0,6.9,35.4,-35.0,3.21,36,0,0,48,52,40,10010011,1e+17,1.0000000000000002e+27,100,50,49,0,0.71,28.28,2.5,2.5,-1,-1,-1,-1,2.5,-105,-130,48,52,2.5,104,-137,46,54,2.5,100,-130,47,53,2.5,104,-132,46,54,2.5,-105,-125,48,52
630,16.5,-132,-127,2.4,1,0,6.5,8.2,-7.5,16.74,47,1,0.2,50,50,60,10011111,1e+17,1.0000000000000002e+27,100,-1,50,-1,0.24,1.48,16.5,16.5,-1,-1,-1,-1,16.5,-120,-110,51,49,17.5,-106,105,51,49,16.5,-115,-115,50,50,16.5,-104,-122,48,52,16.5,-115,-115,50,50
631,9.5,-141,-120,2.1,1,0,-8.6,36.7,-2.5,10.6,49,1,0.2,52,48,60,110011101,1.1e+18,1.1000000000000002e+28,1100,45,44,67,1.1,11.58,9.5,9.5,-1,-1,-1,-1,9.5,-125,-105,52,48,9.5,-108,116,53,47,9.5,-125,-105,52,48,8.5,-111,-115,50,50,9.5,-115,-115,50,50
632,6.5,-127,-132,-2.1,0,0,8.2,12.1,-45.0,6.86,32,1,0.2,50,50,30,1000011,1e+16,1e+26,10,27,48,33,0.36,5.58,6.5,6.5,-1,-1,-1,-1,6.5,-115,-120,50,50,7.5,102,102,50,50,6.5,-110,-120,49,51,6.5,-106,-120,49,51,6.5,-105,-125,48,52
633,0.5,-117,-143,2.0,1,0,7.4,6.1,-10.0,0.59,46,1,0,48,52,50,1101110,1.1e+16,1.1e+26,11,48,56,50,0.09,18.37,0.5,0.5,-1,-1,-1,-1,0.5,-105,-130,48,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
634,11.5,-118,-143,2.0,1,0,8.8,2.8,-10.0,11.58,46,1,0.2,48,52,50,1001100101,1e+19,1.0000000000000001e+29,10011,66,40,100,0.08,0.73,11.5,11.5,-1,-1,-1,-1,11.5,-105,-125,48,52,12.5,-105,107,51,49,11.5,-105,-125,48,52,11.5,-102,-125,48,52,11.5,-105,-125,48,52
635,1.5,-136,-124,-2.0,0,0,-3.5,2.6,-7.5,1.55,47,1,0,51,49,40,1010000101,1.01e+19,1.01e+29,10100,38,47,47,0.05,3.47,1.5,1.5,-1,-1,-1,-1,1.5,-120,-110,51,49,1.5,-120,-112,51,49,-1,-1,-1,-1,-1,1.5,-128,100,53,47,-1,-1,-1,-1,-1
636,2.5,-113,-150,-1.9,0,0,7.8,4.3,-35.0,2.59,36,0,0,47,53,30,1100000010,1.1e+19,1.1e+29,11000,45,45,50,0.09,3.42,2.5,2.5,-1,-1,-1,-1,2.5,100,-135,47,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
638,5.5,-125,-134,-1.7,0,0,0.6,-2.8,-10.0,5.44,46,1,0,49,51,40,110001010,1.1e+18,1.1000000000000002e+28,1100,13,36,0,-0.06,-1.0,5.5,5.5,-1,-1,-1,-1,5.5,-110,-120,49,51,5.5,-120,-112,51,49,5.5,-110,-120,49,51,5.5,-113,-113,50,50,5.5,-115,-115,50,50
639,7.5,-114,-148,-1.7,0,0,9,-2.2,-30.0,7.43,38,1,0.2,47,53,30,1000010001,1e+19,1.0000000000000001e+29,10000,38,48,33,-0.07,-0.9,7.5,7.5,-1,-1,-1,-1,7.5,100,-130,47,53,8.5,104,128,53,47,7.5,-105,-125,48,52,7.5,102,-130,47,53,7.5,-105,-125,48,52
640,19.5,-129,-130,-1.7,0,0,0,31.2,-42.5,20.44,33,0,0,50,50,20,1000001000,1e+19,1.0000000000000001e+29,10000,27,32,0,0.94,4.8,19.5,19.5,-1,-1,-1,-1,19.5,-115,-115,50,50,-1,-1,-1,-1,-1,19.5,-115,-115,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
641,25.5,-130,-130,1.6,1,0,-0.7,34.6,-22.5,26.54,41,1,0,50,50,40,1011000100,1.01e+19,1.01e+29,10110,-1,25,0,1.04,4.07,25.5,25.5,-1,-1,-1,-1,25.5,-115,-115,50,50,25.5,110,110,50,50,25.5,-120,-110,51,49,25.5,-115,-111,50,50,25.5,-120,-110,51,49
642,1.5,-130,-129,1.5,1,0,0,2.5,7.5,1.55,53,1,0,50,50,60,1010110101,1.01e+19,1.01e+29,10101,33,43,75,0.05,3.39,1.5,1.5,-1,-1,-1,-1,1.5,-115,-115,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
643,7.5,-145,-117,-1.5,0,0,-2.4,-6.9,2.5,7.29,51,0,0,52,48,50,1011100100,1.01e+19,1.01e+29,10111,66,51,75,-0.21,-2.76,7.5,7.5,-1,-1,-1,-1,7.5,-130,-105,52,48,7.5,108,100,49,51,7.5,-125,-105,52,48,7.5,-125,-102,52,48,7.5,-125,-105,52,48
